provider_id,facility_name,address,city,state,zip_code,area_type,total_beneficiaries,total_discharges
240001,North Memorial Health,3300 Oakdale North,Robbinsdale,MN,55422,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2773,3806
240002,Essentia Health St Mary's Medical Center,402 East Second Street,Duluth,MN,55805,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4235,5488
240004,Hennepin County Medical Center,701 Park Avenue,Minneapolis,MN,55415,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1462,1967
240006,Olmsted Medical Center,1650 Fourth Street Southeast,Rochester,MN,55904,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",211,235
240010,Mayo Clinic Hospital Rochester,1216 Second Street Southwest,Rochester,MN,55902,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",12198,16128
240014,Northfield City Hospital,2000 North Avenue,Northfield,MN,55057,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",329,386
240018,Mayo Clinic Health System - Red Wing,701 Hewitt Boulevard,Red Wing,MN,55066,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",469,547
240019,Essentia Health Duluth,502 East Second Street,Duluth,MN,55805,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",600,718
240020,Cambridge Medical Center,701 South Dellwood Avenue,Cambridge,MN,55008,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",354,452
240022,Sanford Worthington Medical Center,1018 Sixth Avenue Po Box 997,Worthington,MN,56187,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",242,302
240030,Alomere Health,111 17th Avenue East,Alexandria,MN,56308,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",604,731
240036,St Cloud Hospital,1406 6th Ave North,Saint Cloud,MN,56303,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4707,6297
240038,United Hospital,333 North Smith Avenue,Saint Paul,MN,55102,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3749,4960
240040,University Medical Center-Mesabi/ Mesaba Clinics,750 East 34th St,Hibbing,MN,55746,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",412,507
240043,Mayo Clinic Health System Southeast Mn Region,404 West Fountain Street,Albert Lea,MN,56007,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",777,1004
240044,Winona Health Services,855 Mankato Avenue,Winona,MN,55987,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",254,322
240047,St Lukes Hospital,915 East 1st Street,Duluth,MN,55805,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2770,3665
240050,M Health Fairview Lakes Medical Center,5200 Fairview Boulevard,Wyoming,MN,55092,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",462,581
240052,Lake Region Healthcare Corporation,712 South Cascade Street,Fergus Falls,MN,56537,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",385,473
240053,Park Nicollet Methodist Hospital,6500 Excelsior Blvd,Saint Louis Park,MN,55426,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4124,5900
240056,Ridgeview Medical Center,500 South Maple Street,Waconia,MN,55387,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1305,1673
240057,Abbott Northwestern Hospital,800 East 28th Street,Minneapolis,MN,55407,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5502,6982
240064,Grand Itasca Clinic And Hospital,1601 Golf Course Road,Grand Rapids,MN,55744,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",443,562
240066,Lakeview Memorial Hospital,927 West Churchill Street,Stillwater,MN,55082,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1037,1233
240069,Owatonna Hospital,2250 26th Street Northwest,Owatonna,MN,55060,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",403,466
240071,Allina Health Faribault Medical Center,200 State Avenue,Faribault,MN,55021,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",349,432
240075,Essentia Health St Joseph's Medical Center,523 North 3rd Street,Brainerd,MN,56401,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",998,1322
240076,Buffalo Hospital,303 Catlin Street,Buffalo,MN,55313,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",351,439
240078,M Health Fairview Southdale Hospital,6401 France Avenue South,Edina,MN,55435,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3168,4029
240080,M Health Fairview University Of Mn,2450 Riverside Avenue,Minneapolis,MN,55454,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3094,4497
240084,Essentia Health Virginia,901 9th Street North,Virginia,MN,55792,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",450,555
240088,Centracare- Rice Memorial Hospital,301 Becker Ave Sw,Willmar,MN,56201,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",474,593
240093,Mayo Clinic Health System - Mankato,1025 Marsh Street,Mankato,MN,56001,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1896,2418
240100,Sanford Bemidji Medical Center,1300 Anne St Nw,Bemidji,MN,56601,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1037,1431
240101,Essentia Health St Marys - Detroit Lakes,1027 Washington Ave,Detroit Lakes,MN,56501,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",443,575
240104,St Francis Regional Medical Center,1455 St Francis Avenue,Shakopee,MN,55379,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",848,1105
240106,Regions Hospital,640 Jackson Street,Saint Paul,MN,55101,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4189,5640
240115,Mercy Hospital,4050 Coon Rapids Blvd,Coon Rapids,MN,55433,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3923,5457
240141,M Health Fairview Northland Medical Center,911 Northland Drive,Princeton,MN,55371,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",274,351
240166,Mayo Clinic Health System - Fairmont,800 Medical Center Drive,Fairmont,MN,56031,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",361,417
240187,Hutchinson Health,1095 Highway 15 South,Hutchinson,MN,55350,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",437,520
240206,Red Lake Hospital A,Po Box 497,Redlake,MN,56671,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",13,14
240207,M Health Fairview Ridges Hospital,201 East Nicollet Boulevard,Burnsville,MN,55337,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1716,2226
240210,M Health Fairview St John's Hospital,1575 Beam Avenue,Maplewood,MN,55109,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1837,2307
240213,M Health Fairview Woodwinds Hospital,1925 Woodwinds Drive,Woodbury,MN,55125,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1044,1310
240214,Maple Grove Hospital,9875 Hospital Drive,Maple Grove,MN,55369,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",924,1121
250001,University Of Mississippi Med Center,2500 N State St,Jackson,MS,39216,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3563,4946
250002,Tishomingo Health Services Inc,1777 Curtis Drive,Iuka,MS,38852,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",243,293
250004,North Mississippi Medical Center,830 S Gloster Street,Tupelo,MS,38801,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5563,7354
250006,Baptist Memorial Hospital Union County,200 Hwy 30 West,New Albany,MS,38652,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",789,1027
250007,Merit Health Biloxi,150 Reynoir Street,Biloxi,MS,39530,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",474,560
250009,Magnolia Regional Health Center,611 Alcorn Drive,Corinth,MS,38834,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",2001,2705
250012,Alliance Healthcare System,1430 Highway 4 East / P O Box 6000,Holly Springs,MS,38635,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",11,12
250019,Memorial Hospital At Gulfport,4500 13th Street,Gulfport,MS,39502,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3010,4452
250020,Webster General Hospital/ Swing Bed,70 Medical Plaza,Eupora,MS,39744,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",251,345
250025,North Mississippi Medical Center-Gilmore Amory,1105 Earl Frye Blvd,Amory,MS,38821,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",483,594
250027,Winston Medical Center & Swingbed,17550 East Main Street,Louisville,MS,39339,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",98,109
250031,Merit Health River Region,2100 Hwy 61 N,Vicksburg,MS,39183,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1029,1382
250034,Baptist Memorial Hospital North Ms,1100 Belk Blvd /Po Box 946,Oxford,MS,38655,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",3400,4756
250036,George Regional Health System,859 Winter Street,Lucedale,MS,39452,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",136,173
250038,Merit Health Madison,161 River Oaks Drive,Canton,MS,39046,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",300,327
250040,Singing River Health System,2809 Denny Avenue,Pascagoula,MS,39581,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2485,3405
250042,Delta Health-Northwest Regional,1970 Hospital Drive,Clarksdale,MS,38614,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",92,107
250043,Neshoba County General Hospital,1001 Holland Avenue,Philadelphia,MS,39350,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",239,289
250044,Baptist Memorial Hospital Booneville,100 Hospital Street,Booneville,MS,38829,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",254,309
250048,St Dominic-Jackson Memorial Hospital,969 Lakeland Dr,Jackson,MS,39216,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4964,6475
250049,Beacham Memorial Hospital,205 N Cherry Street / Po Box 351,Magnolia,MS,39652,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",77,89
250050,Och Regional Medical Center,400 Hospital Road /Mail Po Box 1506,Starkville,MS,39759,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",384,450
250057,King's Daughters Medical Center-Brookhaven,427 Highway 51 North,Brookhaven,MS,39601,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",460,629
250058,South Central Reg Med Ctr,1220 Jefferson St Box 607,Laurel,MS,39440,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1195,1672
250060,Jefferson County Hospital,870 S Main,Fayette,MS,39069,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",20,21
250061,Yalobusha General Hospital,630 South Main Street,Water Valley,MS,38965,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",122,157
250067,North Mississippi Medical Center-West Point,150 Medical Center Drive,West Point,MS,39773,"Micropolitan low commuting: primary flow 10% to <30% to a urban cluster of 10,000 to 49,999",226,256
250069,Ochsner Rush Hospital,1314 19th Ave,Meridian,MS,39301,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",1033,1310
250072,Merit Health Central,1850 Chadwick Dr,Jackson,MS,39204,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",429,532
250077,Wayne General Hospital,950 Matthew Dr,Waynesboro,MS,39367,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",270,379
250078,Forrest General Hospital,6051 Us Highway 49 South,Hattiesburg,MS,39404,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4817,6651
250082,Delta Health System - The Medical Center,1400 E Union Street / Po Box 5247,Greenville,MS,38704,Unknown,690,922
250084,Merit Health Natchez,52 Sergeant Prentiss Drive,Natchez,MS,39120,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",480,661
250085,Marion General Hospital,1560 Sumrall Rd,Columbia,MS,39429,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",148,171
250093,Bolivar Medical Center,901 E Sunflower Rd,Cleveland,MS,38732,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",537,740
250094,Merit Health Wesley,5001 W Hardy St,Hattiesburg,MS,39402,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1307,1744
